state,district,cluster_label,total_bio,ratio_5_17,ratio_17_plus,key_insight,recommendation,lat,lng,growth_factor,predicted_load,alert_status,recommendation_engine
Sikkim,North,Low Load,55,0.4181818181818181,0.5818181818181818,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.301621060052717,81.54027835507357,1.0958502790465283,60,Normal,Stable: Monitor weekly.
Sikkim,North Sikkim,Low Load,98,0.6326530612244898,0.3673469387755102,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,23.02166806042016,79.3800077392631,1.1944505136786132,117,Normal,Stable: Monitor weekly.
Sikkim,South,Low Load,639,0.3223787167449139,0.6776212832550861,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,20.75135913848601,76.10300769071529,1.194007307309215,762,Normal,Stable: Monitor weekly.
Sikkim,South Sikkim,Low Load,401,0.6708229426433915,0.3291770573566084,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.792769203225085,77.13127504357371,1.1782295265770595,472,Normal,Stable: Monitor weekly.
Sikkim,West,Low Load,879,0.5369738339021616,0.4630261660978385,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,20.56356338254357,77.23419274342012,1.18878968889342,1044,Normal,Stable: Monitor weekly.
Sikkim,West Sikkim,Low Load,863,0.7856315179606026,0.2143684820393974,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,17.660626903997546,79.99646157513389,1.1585448886695193,999,Normal,Stable: Monitor weekly.
Tamil Nadu,Ariyalur,Medium Load,15244,0.4026502230385725,0.5973497769614274,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,9.337328139291614,79.64458093650481,1.1003598117813906,16773,High Risk,CRITICAL: Deploy 16 additional mobile units.
Tamil Nadu,Chengalpattu,Medium Load,742,0.5417789757412399,0.4582210242587601,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,10.390347181044465,76.65053877201795,1.119139198700784,830,Normal,Stable: Monitor weekly.
Tamil Nadu,Chennai,High Load,30433,0.3934873328294943,0.6065126671705057,Balanced biometric usage across age groups.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",11.164516556948918,76.83740763411042,1.0863195433602852,33059,High Risk,CRITICAL: Deploy 33 additional mobile units.
Tamil Nadu,Coimbatore,High Load,29014,0.3631695043771972,0.6368304956228028,Balanced biometric usage across age groups.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",10.224678231283598,79.47790594982287,1.2316901122667256,35736,High Risk,CRITICAL: Deploy 35 additional mobile units.
Tamil Nadu,Cuddalore,High Load,20184,0.6224237019421324,0.3775762980578676,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",9.370758486487462,80.00735396942402,1.1666783589532241,23548,High Risk,CRITICAL: Deploy 23 additional mobile units.
Tamil Nadu,Dharmapuri,Medium Load,18492,0.7258273848150552,0.2741726151849448,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,9.13527969063433,77.63729547680761,1.130170283352728,20899,High Risk,CRITICAL: Deploy 20 additional mobile units.
Tamil Nadu,Dindigul,High Load,30548,0.3860481864606521,0.6139518135393479,Balanced biometric usage across age groups.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",12.083616224608285,77.91508059891723,1.1424011607288265,34898,High Risk,CRITICAL: Deploy 34 additional mobile units.
Tamil Nadu,Erode,High Load,18841,0.4449869964439255,0.5550130035560745,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",9.527569552264053,78.09093567520172,1.239456667922363,23352,High Risk,CRITICAL: Deploy 23 additional mobile units.
Tamil Nadu,Kallakurichi,Medium Load,883,0.6104190260475651,0.3895809739524349,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,10.201573145538102,80.02084760864223,1.080670280623216,954,Normal,Stable: Monitor weekly.
Tamil Nadu,Kancheepuram,High Load,28513,0.5095219724336267,0.4904780275663732,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",10.373391670340572,79.80572988710404,1.1672459664033594,33281,High Risk,CRITICAL: Deploy 33 additional mobile units.
Tamil Nadu,Kanchipuram,Low Load,6,0.1666666666666666,0.8333333333333334,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,12.687488579242938,78.38526967830613,1.1511777357768933,6,Normal,Stable: Monitor weekly.
Tamil Nadu,Kanniyakumari,Medium Load,7853,0.2722526423023048,0.7277473576976952,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,12.759772575417568,78.15927221585278,1.1722908470869295,9206,Normal,Stable: Monitor weekly.
Tamil Nadu,Kanyakumari,Medium Load,2419,0.569656883009508,0.4303431169904919,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,12.976313665960433,77.0071580981023,1.0536220367641682,2548,Normal,Stable: Monitor weekly.
Tamil Nadu,Karur,Medium Load,8623,0.5601298851907689,0.4398701148092311,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,11.86807706601297,78.62525616182772,1.2244247817888303,10558,Normal,Stable: Monitor weekly.
Tamil Nadu,Krishnagiri,Medium Load,17499,0.6713526487227841,0.3286473512772158,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,10.670595221822587,79.18084751499441,1.2364236564967226,21636,High Risk,CRITICAL: Deploy 21 additional mobile units.
Tamil Nadu,Madurai,High Load,31469,0.4547014522228224,0.5452985477771776,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",11.935428366537323,76.66745307860124,1.163026636717842,36599,High Risk,CRITICAL: Deploy 36 additional mobile units.
Tamil Nadu,Mayiladuthurai,Low Load,884,0.8257918552036199,0.17420814479638,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,9.787812354988795,79.50218420253728,1.1893301647753785,1051,Normal,Stable: Monitor weekly.
Tamil Nadu,Nagapattinam,High Load,10713,0.5209558480350975,0.4790441519649024,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",11.785541654312825,80.51419002051472,1.234499876235459,13225,Normal,Stable: Monitor weekly.
Tamil Nadu,Namakkal,Medium Load,15395,0.3920753491393309,0.607924650860669,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,12.164151161003131,80.45309083092536,1.1914477268626797,18342,High Risk,CRITICAL: Deploy 18 additional mobile units.
Tamil Nadu,Perambalur,Medium Load,7365,0.6906992532247115,0.3093007467752885,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,11.930162006139227,77.84220883455778,1.0805078085828523,7957,Normal,Stable: Monitor weekly.
Tamil Nadu,Pudukkottai,Medium Load,16468,0.4027811513237794,0.5972188486762205,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,9.541459689003425,79.77729545337975,1.1652576720333627,19189,High Risk,CRITICAL: Deploy 19 additional mobile units.
Tamil Nadu,Ramanathapuram,Medium Load,13543,0.4619360555268404,0.5380639444731595,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,11.696596885903663,76.84274404957318,1.1713430092765713,15863,Normal,Stable: Monitor weekly.
Tamil Nadu,Ranipet,Low Load,76,0.4868421052631579,0.5131578947368421,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,10.560201863603913,80.47719926193714,1.1348261342604773,86,Normal,Stable: Monitor weekly.
Tamil Nadu,Salem,High Load,41049,0.591975443981583,0.408024556018417,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",11.121604582840805,78.38091654407883,1.1972888471249445,49147,High Risk,CRITICAL: Deploy 49 additional mobile units.
Tamil Nadu,Sivaganga,High Load,13196,0.4609730221279176,0.5390269778720824,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",10.950798420637176,77.48553089602066,1.2368734029538029,16321,High Risk,CRITICAL: Deploy 16 additional mobile units.
Tamil Nadu,Tenkasi,Medium Load,1407,0.6751954513148543,0.3248045486851457,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,10.59482868345918,78.1292530239487,1.2351137025813552,1737,Normal,Stable: Monitor weekly.
Tamil Nadu,Thanjavur,High Load,26889,0.4055189854587377,0.5944810145412622,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",9.32942008074989,79.72027051407167,1.1401678742808263,30657,High Risk,CRITICAL: Deploy 30 additional mobile units.
Tamil Nadu,The Nilgiris,Medium Load,6593,0.5264674654937055,0.4735325345062945,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,10.786017727615516,79.9387195472657,1.0726476091681512,7071,Normal,Stable: Monitor weekly.
Tamil Nadu,Theni,Medium Load,14155,0.4445778876722006,0.5554221123277994,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,12.52139200447958,77.49797621879463,1.2469682397924668,17650,High Risk,CRITICAL: Deploy 17 additional mobile units.
Tamil Nadu,Thiruvallur,Medium Load,552,0.4945652173913043,0.5054347826086957,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,11.749413928680514,78.53912721665193,1.2177796172891868,672,Normal,Stable: Monitor weekly.
Tamil Nadu,Thiruvarur,Medium Load,11159,0.6165427009588673,0.3834572990411327,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,12.64062695168594,77.51296271670583,1.0749325362406534,11995,Normal,Stable: Monitor weekly.
Tamil Nadu,Thoothukkudi,High Load,26187,0.4953984801619124,0.5046015198380877,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",11.831252801240176,79.0810084890109,1.2341683765234746,32319,High Risk,CRITICAL: Deploy 32 additional mobile units.
Tamil Nadu,Tiruchirappalli,High Load,27087,0.3780780448185476,0.6219219551814523,Balanced biometric usage across age groups.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",10.30120591028733,77.19640361460469,1.2239792724124257,33153,High Risk,CRITICAL: Deploy 33 additional mobile units.
Tamil Nadu,Tirunelveli,High Load,34357,0.430712809616672,0.569287190383328,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",11.726559041909105,79.60438983252934,1.1537676114252144,39639,High Risk,CRITICAL: Deploy 39 additional mobile units.
Tamil Nadu,Tirupathur,Low Load,2,0.5,0.5,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,10.382509375053399,79.22933041608925,1.1682550871489858,2,Normal,Stable: Monitor weekly.
Tamil Nadu,Tirupattur,Low Load,1816,0.7648678414096917,0.2351321585903083,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,10.700523630446012,79.50282753313047,1.1298005407740261,2051,Normal,Stable: Monitor weekly.
Tamil Nadu,Tiruppur,High Load,17752,0.4724538080216313,0.5275461919783686,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",9.916861099576211,80.2108600105447,1.0609523277644064,18834,High Risk,CRITICAL: Deploy 18 additional mobile units.
Tamil Nadu,Tiruvallur,High Load,33211,0.545873355213634,0.4541266447863659,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",10.269638385862319,78.12114395102462,1.1170394483291801,37097,High Risk,CRITICAL: Deploy 37 additional mobile units.
Tamil Nadu,Tiruvannamalai,High Load,26553,0.7468835913079501,0.2531164086920499,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",9.352367808321398,77.09604884928511,1.2105706897196022,32144,High Risk,CRITICAL: Deploy 32 additional mobile units.
Tamil Nadu,Tiruvarur,Low Load,1,0.0,1.0,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,11.183447610849312,77.7203707069119,1.0509264046009206,1,Normal,Stable: Monitor weekly.
Tamil Nadu,Tuticorin,Low Load,5,0.2,0.8,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,12.461920902968776,76.70877355461982,1.1166998343382288,5,Normal,Stable: Monitor weekly.
Tamil Nadu,Vellore,High Load,26819,0.5735486036019241,0.426451396398076,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",10.636376194687744,77.99938218707638,1.1296337387181887,30295,High Risk,CRITICAL: Deploy 30 additional mobile units.
Tamil Nadu,Villupuram,High Load,20468,0.7809263240179792,0.2190736759820207,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",9.197310523670403,77.14747359600204,1.1574791205875845,23691,High Risk,CRITICAL: Deploy 23 additional mobile units.
Tamil Nadu,Viluppuram,High Load,14115,0.4187035069075451,0.5812964930924548,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",10.774570699674541,78.62145833778979,1.233971123282552,17417,High Risk,CRITICAL: Deploy 17 additional mobile units.
Tamil Nadu,Virudhunagar,Medium Load,14905,0.5223079503522308,0.4776920496477692,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,10.737158989019475,78.77375071364838,1.1192691988731922,16682,High Risk,CRITICAL: Deploy 16 additional mobile units.
Tamilnadu,Chennai,Low Load,1,1.0,0.0,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.35105339924545,75.03939056902269,1.1193906403792455,1,Normal,Stable: Monitor weekly.
Telangana,Adilabad,Medium Load,7612,0.4202574881765633,0.5797425118234367,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,17.966380637814016,80.86399696355036,1.1975002496219496,9115,Normal,Stable: Monitor weekly.
Telangana,Bhadradri Kothagudem,Low Load,1767,0.389926428975665,0.610073571024335,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,18.186129120518196,79.72016906983582,1.1404435881779615,2015,Normal,Stable: Monitor weekly.
Telangana,Hanumakonda,Low Load,1340,0.1708955223880597,0.8291044776119403,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,17.357455431667532,80.10596551261105,1.0949209645879965,1467,Normal,Stable: Monitor weekly.
Telangana,Hyderabad,High Load,22486,0.4602864004269323,0.5397135995730676,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",19.20168592750446,79.09518419061656,1.1404879032265387,25645,High Risk,CRITICAL: Deploy 25 additional mobile units.
Telangana,Jagitial,Low Load,1046,0.4407265774378585,0.5592734225621415,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,20.014055293116854,77.51220085905062,1.07817140407596,1127,Normal,Stable: Monitor weekly.
Telangana,Jangaon,Low Load,9,0.1111111111111111,0.8888888888888888,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,16.177790659558323,80.09063284702839,1.0852773973012446,9,Normal,Stable: Monitor weekly.
Telangana,Jangoan,Low Load,710,0.3647887323943662,0.6352112676056338,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,19.33862214945953,77.49082891648231,1.149673554547896,816,Normal,Stable: Monitor weekly.
Telangana,Jayashankar Bhupalpally,Low Load,468,0.3119658119658119,0.688034188034188,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,17.172331331834425,77.08020945346652,1.1337850899009096,530,Normal,Stable: Monitor weekly.
Telangana,Jogulamba Gadwal,Low Load,1357,0.5062638172439204,0.4937361827560796,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,17.283234443122257,80.10256749567469,1.23296918021362,1673,Normal,Stable: Monitor weekly.
Telangana,K.V. Rangareddy,High Load,26543,0.408318577402705,0.591681422597295,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",18.181842110850315,78.40238237267316,1.1224787798233267,29793,High Risk,CRITICAL: Deploy 29 additional mobile units.
Telangana,Kamareddy,Low Load,1288,0.4363354037267081,0.5636645962732919,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,17.59695717962532,77.01541450286187,1.1661176700556086,1501,Normal,Stable: Monitor weekly.
Telangana,Karimnagar,High Load,14570,0.3871654083733699,0.61283459162663,Balanced biometric usage across age groups.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",17.309202110260944,79.59583496655172,1.1764528575839062,17140,High Risk,CRITICAL: Deploy 17 additional mobile units.
Telangana,Khammam,Medium Load,4613,0.551268155213527,0.448731844786473,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,20.006777775265427,80.3982433079356,1.0526188913176668,4855,Normal,Stable: Monitor weekly.
Telangana,Komaram Bheem,Low Load,899,0.3181312569521691,0.681868743047831,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,16.204379858582115,80.60424241869936,1.1827074744033421,1063,Normal,Stable: Monitor weekly.
Telangana,Mahabubabad,Low Load,987,0.3485309017223911,0.6514690982776089,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,19.242793653194504,80.13150449428393,1.0856071933739504,1071,Normal,Stable: Monitor weekly.
Telangana,Mahabubnagar,High Load,22265,0.4781944756344037,0.5218055243655962,High biometric usage among children suggests dependency on education and child welfare schemes.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",17.941983036014285,78.60202117181802,1.242214063493891,27657,High Risk,CRITICAL: Deploy 27 additional mobile units.
Telangana,Mancherial,Low Load,1140,0.3192982456140351,0.6807017543859649,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,17.32166291533277,77.27277943581747,1.0797325455506226,1230,Normal,Stable: Monitor weekly.
Telangana,Medak,Medium Load,11071,0.4425977779785024,0.5574022220214976,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,17.022941453974795,77.99641453991211,1.1329248247454047,12542,Normal,Stable: Monitor weekly.
Telangana,Medchal-Malkajgiri,Low Load,4078,0.3075036782736635,0.6924963217263365,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,18.046308278840804,79.99977762638679,1.0670699336157288,4351,Normal,Stable: Monitor weekly.
Telangana,Medchal?Malkajgiri,Low Load,851,0.5710928319623971,0.4289071680376028,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,18.005239313591787,77.24137779778864,1.2493748503691895,1063,Normal,Stable: Monitor weekly.
Telangana,Medchal−Malkajgiri,Low Load,59,0.6949152542372882,0.3050847457627119,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,19.941159203952814,80.78089727637645,1.1504390020662485,67,Normal,Stable: Monitor weekly.
Telangana,Mulugu,Low Load,462,0.3528138528138528,0.6471861471861472,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,19.250758172593635,80.97531160625688,1.1690770034640088,540,Normal,Stable: Monitor weekly.
Telangana,Nagarkurnool,Low Load,1265,0.4505928853754941,0.549407114624506,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,18.287929331201052,80.86107340101283,1.0634152954776854,1345,Normal,Stable: Monitor weekly.
Telangana,Nalgonda,Medium Load,12715,0.4659064097522611,0.5340935902477388,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,16.412420162467,78.4727229930455,1.1999920940798356,15257,Normal,Stable: Monitor weekly.
Telangana,Narayanpet,Low Load,688,0.3982558139534883,0.6017441860465116,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,17.011525072027062,77.79333233653709,1.0919811186191173,751,Normal,Stable: Monitor weekly.
Telangana,Nirmal,Low Load,748,0.3877005347593583,0.6122994652406417,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,16.673211795570705,79.49965456626398,1.2296108578881428,919,Normal,Stable: Monitor weekly.
Telangana,Nizamabad,Medium Load,11612,0.4683086462280399,0.5316913537719601,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,19.23528742298922,79.32319359768145,1.0910279280964015,12669,Normal,Stable: Monitor weekly.
Telangana,Peddapalli,Low Load,798,0.2581453634085213,0.7418546365914787,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,16.69785083835284,80.25449507973389,1.0881375441327334,868,Normal,Stable: Monitor weekly.
Telangana,Rajanna Sircilla,Low Load,816,0.4203431372549019,0.5796568627450981,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,18.653818828654913,78.56266282450798,1.057309933569619,862,Normal,Stable: Monitor weekly.
Telangana,Rangareddy,Low Load,357,0.2072829131652661,0.7927170868347339,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,18.80652118214425,78.04961991697134,1.1444133890219998,408,Normal,Stable: Monitor weekly.
Telangana,Sangareddy,Low Load,1968,0.494410569105691,0.505589430894309,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,17.49076883397684,80.67994337252797,1.1629682266525232,2288,Normal,Stable: Monitor weekly.
Telangana,Siddipet,Low Load,1062,0.4406779661016949,0.559322033898305,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,17.272018022685682,78.88995307263176,1.0631417278856705,1129,Normal,Stable: Monitor weekly.
Telangana,Suryapet,Low Load,2107,0.3260560037968676,0.6739439962031324,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,19.670564549584057,79.84088540107011,1.205105523339002,2539,Normal,Stable: Monitor weekly.
Telangana,Vikarabad,Low Load,1163,0.4952708512467755,0.5047291487532244,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,16.358812904658812,77.59921217711589,1.1406577669496056,1326,Normal,Stable: Monitor weekly.
Telangana,Wanaparthy,Low Load,1127,0.3371783496007098,0.6628216503992902,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,16.141366363087666,79.53368716091666,1.1548780538655161,1301,Normal,Stable: Monitor weekly.
Telangana,Warangal,Medium Load,8665,0.4956722446624351,0.5043277553375649,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,17.90069370164167,77.54709940360911,1.1381525493876457,9862,Normal,Stable: Monitor weekly.
Telangana,Warangal (Urban),Low Load,5,0.4,0.6,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,19.941736484227082,79.12863889578249,1.1301526121750651,5,Normal,Stable: Monitor weekly.
Telangana,Warangal Rural,Low Load,705,0.4156028368794326,0.5843971631205673,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,17.077573176451555,79.01241428461884,1.1619280662616436,819,Normal,Stable: Monitor weekly.
Telangana,Warangal Urban,Low Load,937,0.3874066168623266,0.6125933831376734,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,18.82848133094043,77.31495687189427,1.0810480491861425,1012,Normal,Stable: Monitor weekly.
